! fit to optics data during the polarized target experiment for 40cm target
 ---------------------------------------------
      0.333382636    0.0178421574  -0.00613669091     0.256021141 10000
      -2.98837337    -0.164479156    0.0483883888     0.130192976 01000
   -0.00350335419    -0.403447075     0.261024451   0.00278565265 00100
      0.151480642    -0.356034714     -2.29852979    0.0407874298 00010
     -0.429557114   -0.0464035157    0.0157385856    -0.318166729 20000
       3.48697258     0.195625749   -0.0592401356      3.07552684 11000
       2.51006334     0.746083823    -0.238855913       2.1477619 02000
      0.139788417      1.46233168     -0.35197163   -0.0297352223 10100
      -1.15743976     0.683645436    -0.230279133     -0.26612453 01100
    -0.0447227794    -0.049800092    0.0109989696   -0.0438953228 00200
     -0.059613427     -20.8546181      4.80487417    -0.249121889 10010
      -0.94791649     -10.5348788       3.6502302      4.27708696 01010
      0.724322688     0.787628007   -0.0672969626     0.475605891 00110
      -3.14857093     -1.39216944     0.437644316     -3.53478948 00020
       1.45865653    0.0164138372   0.00980431884     0.936834319 30000
      -24.2831339      1.39199329    -0.369472264     -13.5405899 21000
       127.140176     -24.0721381      4.36883467      51.8797642 12000
      -247.188975       104.01957     -18.0159787      -20.498985 03000
    -0.0837229823     -3.01961799     0.466026228   -0.0312542194 20100
     -0.451158649       30.758334     -3.34747806     0.284008412 11100
       15.1147558     -69.0750751     0.862863269      3.95564331 02100
      -1.24215334    -0.309148082      0.11936603     0.954315611 10200
       11.1258928      4.45017807     -2.18816733     -7.06883817 01200
     -0.129125138     -2.35596839     0.306468409    -0.358205667 00300
      0.151458269      59.6336513     -10.7182993     -2.74488175 20010
       11.2203654     -707.601165      117.179391      10.6819836 11010
      -139.313301      2061.12167     -298.552859      -46.776265 02010
      -5.82691036      8.96153506     -2.78988016     0.434687181 10110
       48.8085728     -100.666334      37.9849358      25.6924121 01110
      -4.61477214      71.4659342     -5.48437669      -3.1559352 00210
       94.8683692     -83.7226987      30.6286396      31.9077575 10020
      -844.438892      876.703455     -337.646741     -467.898102 01020
       69.2815188     -889.547577      57.1901101       34.179037 00120
      -288.675422      4115.05482     -222.134342     -71.5085362 00030
      -2.62276465     0.846436005     -0.29178799     -2.30278775 40000
       55.1385223     -22.7080837      9.04818182      58.0248309 31000
      -357.064354      231.134765     -95.6296673     -491.562374 22000
       728.911692     -943.416598      365.125967      1718.29721 13000
       30.5738239      1097.21733     -331.613794     -1950.10403 04000
      -1.91309933     0.811284639     0.512386892     -1.46212838 30100
        43.219877      11.3585923       -13.91249      47.2957535 21100
      -366.755578     -320.450507      102.923526     -432.372956 12100
       1065.85059      1101.47678     -110.589952      1323.39948 03100
       6.68598916     -2.24472144    -0.812915554     -1.00472512 20200
      -42.9247403      70.3132049      4.85277174      16.7434624 11200
      -84.7890968     -376.022622      6.15458024     -67.2731587 02200
      -2.52154078     -2.65030458      1.98522091      4.98155457 10300
       12.1781526     -11.2205183      1.97240169     -37.4367181 01300
       1.07504979      2.59526269    -0.690599129      3.83526317 00400
      0.822445968      -52.759742      7.77904736      20.4063547 30010
      -1.31663157      750.904778     -86.3529823     -521.870646 21010
       22.4462916     -1925.52938      65.9847111      4021.85608 12010
        307.78888     -678.554991     -66.8981053     -11081.6594 03010
      -98.0564404      8.86620376      6.72175145     -26.1090659 20110
       682.508688     -872.378506      109.781535      343.660595 11110
       682.692745      5342.83525     -1035.48153     -974.052221 02110
       104.701255      85.4800417     -63.7957675      -36.510193 10210
      -624.248183       168.89673      51.4737648       292.43684 01210
      -23.7929286     -77.0522006      11.6089414     -84.9391998 00310
       234.672416      461.338954      -147.72748      406.369321 20020
      -1547.82182     -3121.92644      864.247422     -4586.96491 11020
      -345.793863     -195.150041      116.217277      9358.46286 02020
      -925.239135     -1238.64188      641.739271      60.2646297 10120
        4466.2456     -731.163986     -826.031833     -697.205971 01120
       184.628586      870.051619     -66.0481151      726.975013 00220
       1981.42538      8435.60248     -1365.10551      536.066295 10030
       1113.95916      855.587133     -323.563294     -2336.48364 01030
      -492.734315     -4475.46701      140.960349     -1667.46714 00130
      -121.894383     -1237.08636      38.4759185      3912.11649 00040
       1.91892342     -1.28951102     0.282904335      4.96781903 50000
      -47.6609493      32.7071596     -14.2635998     -214.635508 41000
       356.792698     -262.695423      168.073198      3438.51266 32000
      -744.122068      573.155286      -538.19481     -27888.4078 23000
      -351.652655      485.404924     -304.099799      118850.529 14000
      -98.4156513      201.953681     -103.793164       -209797.8 05000
      -1.19341553    -0.969925183   -0.0555109655      3.07907961 40100
       46.9362156       7.6507302      20.8723395     -71.7570318 31100
      -393.764837     -69.7053795     -176.676609      175.230779 22100
       338.802455      426.802007      278.332141      3660.70792 13100
       219.863862       17.982697      191.917138     -18679.7717 04100
      -8.81102641     -2.53035768     0.558677719     -9.82929708 30200
       63.5182757      49.9329347     -8.30787137      223.223395 21200
       251.801328     -275.611264     -26.4820322     -1934.55934 12200
      -715.001783      395.529086       486.90455      6295.96049 03200
       7.20733595      3.71827485     -3.24809296      7.53241271 20300
      -55.9947333      195.211077     -45.0415646     -173.118732 11300
       76.4734753     -669.541039      103.077307      1077.44822 02300
      -1.00153613     -8.63411405      5.63330705     -1.11240314 10400
      -41.4338319     -22.6822838       15.900019     -107.686882 01400
       6.24300547      18.9229442     -3.36541776     -1.36754912 00500
      -22.6910183       13.116823     -6.24206362     -48.5819865 40010
       246.059655     -144.819932      25.8711694      1952.97191 31010
      -141.433321      523.716361      54.5449036     -20776.5089 22010
       32.0192875      182.403407       25.565135      79440.7749 13010
       29.7789324      20.9207809       12.485312     -71841.5676 04010
       106.065433      41.2677526      5.41710042      63.7792928 30110
      -911.041413      -253.11331     -45.5041436      -1765.8266 21110
      -231.869108      330.636865     -35.0838425      11961.6529 12110
      -103.797738      143.941755      20.8636304     -36062.5709 03110
      -113.708082     -388.270594      97.1627718     -8.69875712 20210
       608.562634     -303.304306      293.169312      1607.73072 11210
       164.983613      -764.93465      186.215944     -11675.9844 02210
       96.9396023      230.486197     -125.642445      165.982247 10310
       131.680687      212.014368     -183.277914      946.869731 01310
      -100.140046     -369.219327     -21.5034317      164.395576 00410
      0.967136928     -275.073236       62.676851     -2407.64911 30020
       45.1414551      329.217264     -73.7348441      55520.9916 21020
       -1.8769514      76.3178882     -11.9790946     -418149.697 12020
      -9.32033582      11.9459015       1.7299814      1118597.09 03020
       228.348306      2852.50401     -675.795901       332.50163 20120
       136.199496      385.610642     -84.3287512     -14254.2451 11120
        32.869758     -21.8764431      1.79364697      52657.7588 02120
      -469.761685      -1709.4673      598.428876     -3998.95843 10220
      -502.071041     -20.7856093      88.6840388      25102.1443 01220
       695.890642      2263.32959      679.599805      90.2668576 00320
      -247.447823     -33.5809754      8.02520568        -930.899 20030
      -69.5593822      14.9704322      5.27871087      39788.7678 11030
      -11.2096813      2.36704941      1.42389109     -118752.747 02030
      -3.37361262      151.730935      91.9023585      29493.1698 10130
      -82.8169248      52.7405449      14.8736683     -259877.198 01130
       121.399373      351.764992      134.061955      1100.41524 00230
       12.5321093      101.504209      7.73632044     -13196.6766 10040
      -8.03927593      16.5686406      1.15924081      303094.278 01040
       13.5585887      24.0062328      18.8442252     -17333.4694 00140
       1.15038594    -0.519319568      2.34188216      30963.1531 00050
       0.72520744     0.102758581   -0.0514931673       0.7681777 00001
      -3.65251073     -4.22405468      1.27401582     -1.24824954 10001
       16.3939336       32.547963     -9.78493553      7.18980365 01001
       6.37224832      4.49635612     -1.07618387               0 00101
      -23.2951627     -59.0540704      11.0290803               0 00011
   -0.00210852473       6.6528762      1.66300423               0 10101
      -68.3340098     -108.310285     -3.57084871               0 01101
       56.3354788      23.1991807      28.6296756               0 10011
       615.320294      462.951486      -440.00536               0 01011
       -216.67677      126.402829     -26.9079385     -44.8420242 00111
      -234.476538     -74.5645172      25.4402344     -47.5141035 11001
       18.9310149      7.22397116     -2.98338774      4.30979026 20001
        734.54426      110.364731      6.72923191      127.404997 02001
      -4.69667843     -5.76551472      2.15238727      1.52132362 00201
       2039.96711     -1047.09693      222.490324      332.945301 00021
        -13.62357     -19.5725975     -2.09064576     -1.79480024 00002
      -119.569412     -37.8906509      20.8959022      13.9035869 10002
       1196.11737      68.5850833      -123.39749     -75.1770025 01002
       95.4881919      186.787593     -26.1760453               0 00102
      -921.121274      55.6457172     -200.679663               0 00012
      -67.0804362     -8.09363261     -4.45529779     -77.6962058 20002
       168.932019      -317.67299      123.995206     -1887.27393 02002
      -67.9394481     -212.033432       30.836833     -13.1721627 00202
       52.8011971      -30.036181     -4.36848477     -2708.57078 00022
      -408.972996      1534.68619     -747.633219     -174.332974 10003
      -110.712436      179.477791     -105.278912      893.518077 01003
       2945.65632     -1426.47191      299.476753               0 00103
       97.3633205     -180.857665      40.5827319               0 00013
       73.2584746      101.671081      49.6997522               0 20003
       4.48230978      4.40693914     0.673372136               0 02003
       538.707218      -151.76838       71.238827               0 00203
       3.31019584     -1.12324161     0.274468795               0 00023
 ---------------------------------------------
