#run # ,setting,target,electrons #,curernt,1,2,3,4,5,6,comment,,,
17989  4  Ni64  16197  50  -1  5  -1  -1  -1  -1      target  
17990  4  Ni64  8405  50  -1  5  -1  -1  -1  -1      Ni64  112390.4
17991  4  Ni58  17674  60  -1  5  -1  -1  -1  -1      Ni58  84188.68
17992  4  Ni58  6870  60  -1  5  -1  -1  -1  -1  long beam trip at end ~15mins    Th  63430
17993  4  Ni58  7866  50  -1  5  -1  -1  -1  -1      Ag  46351
17994  4  Th  15300  50  -1  5  -1  -1  -1  -1      Fe  62594
17995          -1  -1  -1  -1  -1  -1  junk    Ti  78463
17996  4  Th  8951  45  -1  5  -1  -1  -1  -1      Sn  50249
17997  4  Ag  13400  45  -1  6  -1  -1  -1  -1      10B4C  76734
17998  4  Fe  17500  45  -1  5  -1  -1  -1  -1      11B4C  79224
17999  4  Fe  8800  45  -1  5  -1  -1  -1  -1      C12  157532
18000  4  Ti  17800  45  -1  5  -1  -1  -1  -1      Ca48  85419
18001  4  Ti  10700  ?  -1  5  -1  -1  -1  -1      Ca40  98650
18002  4  Sn  12250  45  -1  -1  -1  -1  -1  -1      Be9  110974
18003  4  10B4C  15000  45  -1  ?  -1  -1  -1  -1      Al Dummy  50182
18004  4  10B4C  14130  50  -1  6  -1  -1  -1  -1      LH2  9725
18005  4  11B4C  15900  50  -1  -1  -1  -1  -1  -1      LD2  27305
18006  4  11B4C  13600  45  -1  ?  -1  -1  -1  -1      Ni50  6892
18007  4  C12  16000  45  -1  6  -1  -1  -1  -1      Fe54  
18008          -1  -1  -1  -1  -1  -1  JUNK      
18009  4  C12  17800  45  -1  6  -1  -1  -1  -1        
18010  4  C12  10500  45  -1  6  -1  -1  -1  -1        
18011  4  C12  6800  45  -1  6  -1  -1  -1  -1        
18012  4  C12  7500  50  6  -1  -1  -1  -1  -1  SHMS C12 3/4 run      
18013  4  Ca48  12980  40  -1  7  -1  -1  -1  -1        
18014  4  Ca48  11867  40  -1  7  -1  -1  -1  -1        
18015          -1  7  -1  -1  -1  -1  JUNK      
18016  4  Ca48  2643  40  -1  7  -1  -1  -1  -1  ended early to go to Ca40      
18017  4  Ca40  13290  60  -1  7  -1  -1  -1  -1  moved to 55uA to keep S2Y<1MHz. Current reduced t o50uA early to improve beam stability      
18018  4  Ca40  13166  50  -1  7  -1  -1  -1  -1        
18019  4  Ca40  4566  50  -1  7  -1  -1  -1  -1  Ended early       
18020  4  Ca40  2668  50  7  -1  -1  -1  -1  -1  3/4 run. CODA crash end of run      
18021          7  -1  -1  -1  -1  -1  JUNK      
18022  4  Be9  7791  60  -1  7  -1  -1  -1  -1  Start delay. waiting for beam. Move to Al Dummy      
18023  4  Al Dummy  6403  40  -1  5  -1  -1  -1  -1        
18024  4  LH2  1700  60  -1  7  -1  -1  -1  -1  S2y is probably too high      
18025  4        -1  8  -1  -1  -1  -1  JUNK. HV down on ddrift chamber      
18026  4  LD2  1993  55  -1  8  -1  -1  -1  -1  "current high -> 60uA   S2Y~1.7MHz"      
18027  4        -1  8  -1  -1  -1  -1  JUNK      
18028  4  LD2  1361  30  -1  7  -1  -1  -1  -1        
18029  5  LD2  3095  30  -1  7  -1  -1  -1  -1  begin setting 5      
18030  5  LH2    50  -1  7  -1  -1  -1  -1  50k replay didn't work for this run      
18031  5  Al Dummy  5538  40  -1  5  -1  -1  -1  -1        
18032  5  Be9  3660  50  -1  7  -1  -1  -1  -1        
18033  5  Ca40  11780  50  -1  7  -1  -1  -1  -1        
18034  5  Ca40  3750  50  7  -1  -1  -1  -1  -1  3/4 run      
18035  5  Ca48  9780  40  -1  7  -1  -1  -1  -1  CODA ERROR at the end      
18036  5        -1  -1  -1  -1  -1  -1  junk      
18037  5        -1  -1  -1  -1  -1  -1  junk      
18038  5  C12  24516  50  -1  6  -1  -1  -1  -1  CODA crash      
18039  5        -1  -1  -1  -1  -1  -1  junk      
18040  5  C12  3480  50  6  -1  -1  -1  -1  -1        
18041  5  11B4C  13532  40  -1  6  -1  -1  -1  -1        
18042  5  10B4C  13144  50  -1  6  -1  -1  -1  -1  this run should have ended at 12:30 when we moved to Sn      
18043  5  Sn  4620  40  -1  6  -1  -1  -1  -1        
18044  5  Ti  10000  40  -1  5  -1  -1  -1  -1        
18045  5  Fe  8888  40  -1  5  -1  -1  -1  -1        
18046  5  Ag  2088  50  -1  6  -1  -1  -1  -1  stopped the run bc beam was down      
18047  5  Ag  3480  50  -1  6  -1  -1  -1  -1        
18048  5  Th  9180  50  -1  5  -1  -1  -1  -1        
18049  5  Ni58  18910  50  -1  4  -1  -1  -1  -1        
18050  5  Ni64  22215  50  -1  4  -1  -1  -1  -1        
18051  6  Ni64  24508  50  -1  4  -1  -1  -1  -1        
18052  6  Ni64  3085  50  -1  4  -1  -1  -1  -1        
18053  6  Ni58  11704  50  -1  4  -1  -1  -1  -1        
18054  6      50  -1  -1  -1  -1  -1  -1  "junk   DAQ rate too high"      
18055  6  Th  4787  50  -1  5  -1  -1  -1  -1        
18056  6  Ag  7036  45  -1  5  -1  -1  -1  -1        
18057  6  Fe  5009  45  -1  5  -1  -1  -1  -1        
18058  6  Ti  10155  40  -1  4  -1  -1  -1  -1        
18059  6  Sn  8172  40  -1  4  -1  -1  -1  -1        
18060  6  10B4C      -1  -1  -1  -1  -1  -1  Data rate too high      
18061  6  10B4C  7023  50  -1  6  -1  -1  -1  -1        
18062  6  11B4C  7028  40  -1  6  -1  -1  -1  -1        
18063  6  C12  17053  50  -1  5  -1  -1  -1  -1        
18064  6  C12    50  4  -1  -1  -1  -1  -1  3/4 run      
