17989	10.544	 50 	 Ni64	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
17990	10.544	 50 	 Ni64	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
17991	10.544	 60 	 Ni58	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
17992	10.544	 60 	 Ni58	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! long beam trip at end ~15mins
17993	10.544	 50 	 Ni58	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
17994	10.544	 50 	 Th	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
!#17995	10.544	 -1 	 -1	 -9.2	 8.0 	 -1	 -1	 0 	 -1 	 -1 	 -1 ! Junk
17996	10.544	 45 	 Th	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
17997	10.544	 45 	 Ag	 -9.2	 8.0 	 -1	 6	 -1 	 -1 	 -1 	 -1 ! 
17998	10.544	 45 	 Fe	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
17999	10.544	 45 	 Fe	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
18000	10.544	 45 	 Ti	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
18001	10.544	 0 	 Ti	 -9.2	 8.0 	 -1	 5	 -1 	 -1 	 -1 	 -1 ! 
18002	10.544	 45 	 Sn	 -9.2	 8.0 	 -1	 -1	 -1 	 -1 	 -1 	 -1 ! 
18003	10.544	 45 	 10B4C	 -9.2	 8.0 	 -1	 0	 -1 	 -1 	 -1 	 -1 ! 
18004	10.544	 50 	 10B4C	 -9.2	 8.0 	 -1	 6	 -1 	 -1 	 -1 	 -1 ! 
18005	10.544	 50 	 11B4C	 -9.2	 8.0 	 -1	 -1	 -1 	 -1 	 -1 	 -1 ! 
18006	10.544	 45 	 11B4C	 -9.2	 8.0 	 -1	 0	 -1 	 -1 	 -1 	 -1 ! 
18007	10.544	 45 	 C12	 -9.2	 8.0 	 -1	 6	 -1 	 -1 	 -1 	 -1 ! 
#18008	- Junk
18009	10.544	 45 	 C12	 -9.2	 8.0 	 -1	 6	 -1 	 -1 	 -1 	 -1 ! 
18010	10.544	 45 	 C12	 -9.2	 8.0 	 -1	 6	 -1 	 -1 	 -1 	 -1 ! 
18011	10.544	 45 	 C12	 -9.2	 8.0 	 -1	 6	 -1 	 -1 	 -1 	 -1 ! 
18012	10.544	 50 	 C12	 -9.2	 8.0 	 6	 -1	 -1 	 -1 	 -1 	 -1 ! SHMS C12 3/4 run
18013	10.544	 40 	 Ca48	 -9.2	 8.0 	 -1	 7	 -1 	 -1 	 -1 	 -1 ! 
18014	10.544	 40 	 Ca48	 -9.2	 8.0 	 -1	 7	 -1 	 -1 	 -1 	 -1 ! 
#18015	- Junk
18016	10.544	 40 	 Ca48	 -9.2	 8.0 	 -1	 7	 -1 	 -1 	 -1 	 -1 ! ended early to go to Ca40
18017	10.544	 60 	 Ca40	 -9.2	 8.0 	 -1	 7	 -1 	 -1 	 -1 	 -1 ! moved to 55uA to keep S2Y<1MHz. Current reduced t o50uA early to improve beam stability
18018	10.544	 50 	 Ca40	 -9.2	 8.0 	 -1	 7	 -1 	 -1 	 -1 	 -1 ! 
